RowIndex,Meteorology_Total,SMG_Total,Meteorology_ObjectNames,SMG_ObjectNames,Meteorology_Makers,SMG_Makers,Meteorology_Materials,SMG_Materials,Meteorology_Dates,SMG_Dates,Meteorology_Places,SMG_Places,Meteorology_Descriptions,SMG_Descriptions,Meteorology_Other,SMG_Other,Unique_to_Meteorology,Unique_to_SMG
29,12,6,1,1,1,2,2,0,1,1,1,0,4,1,2,1,"{""object_names"": [""METALLIC THERMOGRAPH""], ""makers"": [""The Royal Meteorological Society""], ""materials"": [""metallic"", ""mahogany stand""], ""dates"": [], ""places"": [""The Royal Meteorological Society""], ""descriptions"": [""This self-registering thermometer was invented and made by N. S. Heineken in 1837. A compound bar is bent into the form of the letter C and opens out or closes with variations of temperature. One end of the bar is secured to the base of the instrument, and the other is free to act upon a lever bearing a toothed arc. This arc, by means of a pinion and wheel, moves a rack carrying a pencil by which a record is made upon the paper of the drum. This drum is ruled for temperature and divided by twelve vertical lines for the hours."", ""self-registering thermometer"", ""compound bar bent into the form of the letter C"", ""record is made upon the paper of the drum"", ""drum is ruled for temperature and divided by twelve vertical lines for the hours""], ""other"": [""Inv. 1915-419"", ""1922""]}","{""object_names"": [""Model of Heineken thermograph""], ""makers"": [""Corser, Thomas""], ""materials"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Meteorology model""], ""other"": [""Model""]}"
30,8,4,1,1,1,1,1,0,1,1,0,0,3,1,1,0,"{""object_names"": [], ""makers"": [""The Royal Meteorological Society""], ""materials"": [""mercury"", ""glass""], ""dates"": [], ""places"": [], ""descriptions"": [""Six's thermometer of which the part of the tube containing the mercury is bent into the form of a circle"", ""This circular part is set in a vertical position, while the bulbs and connecting tube form a horizontal axis on which the whole instrument is free to turn"", ""The expansion or contraction of the alcohol in the thermometer through changes of temperature causes a movement of the mercury in contact with it, and a consequent change in the position of the centre of gravity of the apparatus, with the result that the glass circular tube turns"", ""An index can be so arranged in connection with the tube as to mark on a paper the movement and thus record the rise and fall of temperature""], ""other"": [""Inv. 1915-418""]}","{""object_names"": [], ""makers"": [], ""materials"": [], ""dates"": [""c. 1872""], ""places"": [], ""descriptions"": [""Meteorology thermograph; thermograph""], ""other"": [""Edward Orange Wildman""]}"
31,12,13,1,2,1,1,1,0,1,1,1,3,6,5,1,1,"{""object_names"": [""THERMOGRAPH""], ""makers"": [""The Meteorological Office""], ""materials"": [""bi-metallic spiral""], ""dates"": [""1922""], ""places"": [""the British Isles""], ""descriptions"": [""This instrument, which is of the Meteorological Office pattern, is designed to furnish a continuous record of temperature at any place."", ""For meteorological use it must be exposed out of doors, preferably in a screen."", ""It consists essentially of a bi-metallic spiral, one end of which is firmly secured, the motion of the other extremity being communicated by a shaft to a long lever arm carrying a pen."", ""This pen bears lightly on a clock-drum carrying a daily or weekly chart."", ""A device is provided for altering the position of the pen on the chart and so setting the pen for different seasons or climates."", ""Two ranges of charts are used in the British Isles; the Winter chart, which has a range from $-10^{\\circ}$ F. to $65^{\\circ}$ F., and the Summer chart from $30^{\\circ}$ F. to $105^{\\circ}$ F., the proper date for changing from one set of charts to the other varying considerably with the locality."", ""For London the changes should be made about the middle of April and of October respectively.""], ""other"": [""Inv. 1921-75.""]}","{""object_names"": [""Bimetallic Thermograph"", ""Heat temperature recorder (mechanical)"", ""thermograph"", ""thermometer"", ""measuring device"", ""temperature recorder (mechanical)""], ""makers"": [""Short & Mason Ltd.""], ""materials"": [], ""dates"": [""1901-1920""], ""places"": [""London, England, United Kingdom"", ""Walthamstow"", ""Waltham Forest"", ""Greater London""], ""descriptions"": [""to record temperature through impedance"", ""Registered design no. 563014.""], ""other"": [""Short and Mason Limited""]}"
32,12,11,1,2,1,1,2,0,2,1,1,2,4,3,1,2,"{""object_names"": [""NORWEGIAN THERMOMETER SCREEN""], ""makers"": [""Prof. H. M\u00f6hn, Christiania""], ""materials"": [""sheet iron"", ""double walls""], ""dates"": [""about 1875"", ""1876-780""], ""places"": [""Christiania""], ""descriptions"": [""designed by Prof. H. M\u00f6hn about 1875 for use at stations under the control of the Norwegian Meteorological Institute"", ""intended as a shelter for a minimum thermometer only"", ""supported outside a window on a horizontal rod which is designed to pass through the window frame, so that the screen and thermometer together may be tilted in order to set the instrument"", ""protect the minimum spirit thermometer, which is of the Rutherford type, from radiation""], ""other"": [""Inv. 1876-780""]}","{""object_names"": [""Screen with one minimum thermometer"", ""Meteorology thermometer screen""], ""makers"": [""Mohn, Prof. H""], ""materials"": [], ""dates"": [""1875""], ""places"": [""Oslo, Norway""], ""descriptions"": [""as used in (Christiania) Norway, 1875"", ""thermometer screen""], ""other"": [""Norway"", ""Oslo""]}"
33,15,11,2,2,1,1,2,2,2,1,2,1,5,3,1,1,"{""object_names"": [""NORWEGIAN THERMOMETER SCREEN""], ""makers"": [""Prof. H. M\u00f6hn""], ""materials"": [""sheet-iron"", ""conical roof""], ""dates"": [""about 1875"", ""1922""], ""places"": [""Christiania"", ""Norway""], ""descriptions"": [""designed by Prof. H. M\u00f6hn about 1875 for obtaining the air temperature"", ""used at stations controlled by the Norwegian Meteorological Institute"", ""single walled cylindrical shelter"", ""to be mounted outside a window or on a wall, and kept in the shade"", ""Adequate ventilation is provided by the absence of a floor and by large air vents immediately below the conical roof"", ""A sensitive thermometer is supported axially in the screen by two radial arms"", ""can be read through a rectangular aperture in the side of the screen"", ""thermometer is graduated in intervals of 2\u00b0 from \u201340\u00b0 C. to 35\u00b0 C.""], ""other"": [""Inv. 1876-781""]}","{""object_names"": [""Thermometer screen"", ""thermometer"", ""mounting brackets""], ""makers"": [""Mohn, Prof. H""], ""materials"": [""two iron bars for screen""], ""dates"": [""1875""], ""places"": [], ""descriptions"": [""Screen containing one thermometer"", ""loose"", ""as used in Norway"", ""Meteorology thermometer""], ""other"": []}"
34,12,11,1,2,1,3,2,0,2,1,1,1,4,3,1,1,"{""object_names"": [""NORWEGIAN THERMOMETER SCREEN""], ""makers"": [""Prof. H. M\u00f6hn""], ""materials"": [""sheet-iron"", ""louvred""], ""dates"": [""about 1875"", ""1876-782""], ""places"": [""Christiania""], ""descriptions"": [""designed about 1875 by Prof. H. M\u00f6hn for meteorological stations of the second order, controlled by the Norwegian Meteorological Institute"", ""single walled shelter designed to be mounted outside a window and kept in the shade"", ""back being louvred and the fact that no front or floor is provided, ensure adequate ventilation"", ""contains dry and wet bulb thermometers, a minimum thermometer of the Rutherford pattern, and a single-hair hygrometer of the type designed by Saussure""], ""other"": [""Inv. 1876-782""]}","{""object_names"": [""Screen for hygrometers with thermometers and their box"", ""Screen for hygrometers containing wet and dry bulb thermometers, hair hygrometer and minimum thermometer"", ""Meteorology thermometer screen"", ""thermometer screen""], ""makers"": [""Grave, R."", ""Herman and Pfister"", ""Mohn, Prof. H""], ""materials"": [], ""dates"": [""1875""], ""places"": [""Oslo, Norway""], ""descriptions"": [""as used in Norway"", ""screen for hygrometers with thermometers and their box"", ""screen for hygrometers containing wet and dry bulb thermometers, hair hygrometer and minimum thermometer""], ""other"": []}"
35,15,12,1,2,1,1,1,1,1,1,1,2,7,5,3,0,"{""object_names"": [""DIAGONAL BAROMETER""], ""makers"": [""The Admiralty""], ""materials"": [""leather base"", ""adjusting screw""], ""dates"": [""about 1750""], ""places"": [""London""], ""descriptions"": [""instrument, which dates from about 1750, is of the type designed by Sir Samuel Morland"", ""In order to obtain an open scale, the upper portion of the tube is inclined considerably to the vertical, and any change in the baro-metric pressure is accompanied by a much greater motion of the mercury along the tube than in the case when the barometer tube is vertical"", ""closed cistern barometer"", ""operated from below"", ""barometer tube is bent at an angle of about 80\u00b0 near the 28-in. graduation"", ""graduated scale corresponding to a baro-meter variation of 3 in., but having a length of about 20 in., is fixed alongside the upper portion of the tube, enabling the barometer to be read to 0\u00b701 in."", ""Mounted on the same board is an alcohol thermometer, graduated according to the Fahrenheit scale""], ""other"": [""Inv. 1876-814"", ""S.M. 987"", ""L.S""]}","{""object_names"": [""Hygrometer"", ""box containing blackboard""], ""makers"": [], ""materials"": [""walnut and mahogany frame"", ""glazed frame""], ""dates"": [""1763-1765""], ""places"": [""Charing Cross, City of Westminster, London, England, United Kingdom""], ""descriptions"": [""Diagonal mercury barometer"", ""Fitted in glazed frame with hygrometer"", ""Perpetual almanac showing moon phases, days of the month and dates of Easter from 1753-1852"", ""Meteorology"", ""hygrometer""], ""other"": []}"
36,13,10,1,1,1,1,4,1,1,1,1,2,4,2,1,2,"{""object_names"": [""PORTABLE CISTERN BAROMETER""], ""makers"": [], ""materials"": [""wood"", ""leather"", ""mahogany"", ""screw""], ""dates"": [""middle of the eighteenth century""], ""places"": [""London""], ""descriptions"": [""closed cistern type"", ""represents the stage of development of the barometer about the middle of the eighteenth century"", ""A scale graduated in inches and tenths is fixed near the upper end of the barometer tube, and carries a pointer which may be set at the barometer reading."", ""A series of nine weather indications are engraved opposite the appropriate graduations, enabling the instrument to be used as a weather glass.""], ""other"": [""Inv. 1920-54""]}","{""object_names"": [""Barometer""], ""makers"": [""Francis Watkins""], ""materials"": [""mercury""], ""dates"": [""1747-1765""], ""places"": [""England"", ""United Kingdom""], ""descriptions"": [""mercury barometer"", ""mercury barometer""], ""other"": [""Watkins, Francis""]}"
37,16,11,1,1,1,2,4,0,1,1,0,3,7,1,2,3,"{""object_names"": [""STANDARD FORTIN BAROMETER""], ""makers"": [], ""materials"": [""ivory"", ""leather"", ""metal"", ""Fahrenheit thermometer""], ""dates"": [""About 1810""], ""places"": [], ""descriptions"": [""closed cistern barometer embodying the principle first suggested by Fortin"", ""adjusting the mercury in the cistern until its surface is just in contact with a fixed ivory point"", ""graduations of this instrument are made from the tip of the ivory pointer in the cistern which indicates the zero of the scale"", ""surface of the mercury is brought into contact with this tip by means of a screw at the bottom of the barometer, which, acting on an inner flexible leather base of the cistern, raises or lowers the contents"", ""readings obtained in this way give the actual height of the mercury column from the surface of the mercury in the cistern, and the capacity error is thus eliminated"", ""A metal scale and vernier enable this height to be read to 0\u00b7002 in."", ""A barometer tube is supported by a bracket and fitted with a ring and clamping screws, so that it may be fixed readily in a vertical position, which is essential for accurate observations""], ""other"": [""Inv. 1885-116 & 117""]}","{""object_names"": [""Fortin standard barometer""], ""makers"": [""Jean Nicolas Fortin""], ""materials"": [], ""dates"": [""1885""], ""places"": [""449 Strand, London"", ""London, England, United Kingdom""], ""descriptions"": [""Meteorology barometer; barometer""], ""other"": [""Elliott Brothers""]}"
38,16,14,1,1,2,2,3,0,1,1,0,5,7,2,2,3,"{""object_names"": [""OPEN CISTERN BAROMETER""], ""makers"": [""The Royal Society""], ""materials"": [""mahogany"", ""ivory"", ""mercury""], ""dates"": [""About 1820""], ""places"": [], ""descriptions"": [""This open cistern mercurial barometer, which dates from about 1820, was made for the Royal Society by Newman, under the direction of Dr. Daniell."", ""This cistern is turned in well-seasoned mahogany, and there is a small cavity in its base to receive the end of the barometer tube, while a groove communicates with a cavity to ensure the free passage of the mercury."", ""An ivory float with marked stem indicates the change of level of the mercury in the cistern with the rise or fall of the barometer, and by means of which the level may be taken very accurately."", ""The tube has a large bore (0\u00b753 in.), hence the error from capillarity is small, and the correction to be applied for the capacity of the cistern is 0\u00b701 of the distance above or below the neutral point, which is given on the instrument as 30\u00b7576 in."", ""A scale reading to 0\u00b7002 in. enables the barometric height to be read and reduced to the standard temperature of 32\u00b0 F."", ""A small thermometer in front of the instrument dips into the mercury of the cistern, and is graduated with the R\u00e9aumur and Fahrenheit scales."", ""(See Meteorological Essays and Observations, by J. F. Daniell, F.R.S., 1823.)""], ""other"": [""Inv. 1893-142"", ""barometer"", ""neutral point, which is given on the instrument as 30.576 in.""]}","{""object_names"": [""Open-cistern barometer on gimballs""], ""makers"": [""John Newman, London, England"", ""John Frederic Daniell"", ""Newman, John""], ""materials"": [], ""dates"": [""1820""], ""places"": [""London"", ""England"", ""London, England"", ""Greater London"", ""England, United Kingdom"", ""United Kingdom""], ""descriptions"": [""in two parts - major and minor - designed by John Frederic Daniell, and made by John Newman, London, England, 1820"", ""Meteorology barometer; barometer""], ""other"": [""Daniell, John Frederic"", ""gimballs""]}"
